DATA,PROX_UTEIS,MES,DIA_SEMANA,PD_1360,PD_46851,PD_58191,PD_38718,PD_46846,PD_16731,PD_26529,PD_21653,PD_1359,PD_53172,PD_45276,PD_10183,PD_26175,PD_23776,PD_50589,PD_29585,PD_12318,PD_55618,PD_26603,PD_54032,PD_21638,PD_46844,PD_11895,PD_50595,PD_3518,PD_10086,PD_35859,PD_50588,PD_47445,PD_43001,PD_30283,PD_28360,PD_57537,PD_21417,PD_47891,PD_50590,PD_1354,PD_14149,PD_21568,PD_16763,PD_30702,PD_14144,PD_50587,PD_44681,PD_30816,PD_52170,PD_22683,PD_39668,PD_30802,PD_13969,PD_18691,PD_55451,PD_30817,PD_49141,PD_12388,PD_1357,PD_3604,PD_30282,PD_21500,PD_17422,PD_16728,PD_38717,PD_29666,PD_60656,PD_2757,PD_44682,PD_44684,PD_39667,PD_1356,PD_39665,PD_50360,PD_49140,PD_57117,PD_11587,PD_14138,PD_30818,PD_22886,PD_46310,PD_47711,PD_46212,PD_51233,PD_49142,PD_14137,PD_17421,PD_28530,PD_11013,PD_53189,PD_11275,PD_21486,PD_11782,PD_3602,PD_14136,PD_52099,PD_44683,PD_58152,PD_21586,PD_7017,PD_3603,PD_29563,PD_14148,PD_39666,PD_46299,PD_52154,PD_31799,PD_31800,PD_50219,PD_39351,PD_39663,PD_39664,PD_35273,PD_53484,PD_51113,PD_17426,PD_26890,PD_22133,PD_17891,PD_50357,PD_17424,PD_58168,PD_52185,PD_17420,PD_28509,PD_50220,PD_52183,PD_43170,PD_46298,PD_28531,PD_30870,PD_7548,PD_22684,PD_21466,PD_29561,PD_41942,PD_21467,PD_14147,PD_17417,PD_7546,PD_56196,PD_17892,PD_17893,PD_41108,PD_48916,PD_43145,PD_1377,PD_17895,PD_41944,PD_1350,PD_35276,PD_36033,PD_52169,PD_21603,PD_50671,PD_22137,PD_22682,PD_21604,PD_43144,PD_34735,PD_15054,PD_35272,PD_49533,PD_52186,PD_18865,PD_43169,PD_30803,PD_10002,PD_21656,PD_50361,PD_22104,PD_53973,PD_50757,PD_3457,PD_7016,PD_49218,PD_8904,PD_50901,PD_21588,PD_16730,PD_53034,PD_7549,PD_34358,PD_39414,PD_9426,PD_55043,PD_3793,PD_18449,PD_19836,PD_21196,PD_21587,PD_20105,PD_21468,PD_17890,PD_47058,PD_17418,PD_17888,PD_28110,PD_18503,PD_21602,PD_17894,PD_53869,PD_50359,PD_21197,PD_46297,PD_22136,PD_35275,PD_37926,PD_50356,PD_17416,PD_43143,PD_11385,PD_27406,PD_17415,PD_17423,PD_17414,PD_3605,PD_18856,PD_29705,PD_17254,PD_10009,PD_10001,PD_11348,PD_10010,PD_3607,PD_3606,PD_2639,PD_10008,PD_6791,PD_2896,PD_2897,PD_2564,PD_8554,PD_41107,PD_17411,PD_17412,PD_51306,PD_17889,PD_17410,PD_34734,PD_11252,PD_35274,PD_17413,NOVAS_ATIVACOES_CLIENTES,FUNCIONARIOS_DIAS,NOVOS_CLIENTES,NUM_VENDEDOR
2013-03-06,22,3,3,0.0,0,0.0,0.0,0,0.0,0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,2340,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1644,0.0,0,0.0,0,0.0,1845.0,0.0,0,45,0,0,0,0,0,0.0,0.0,0,0,0,40,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,1632.0,0.0,0,0,0,2560,0.0,0,0.0,0.0,0,0,0.0,0.0,480,0,0.0,0.0,0,828.0,480.0,0,0,0.0,0.0,0,0,0,30,312,1660.0,1080,0,60,0.0,0,760.0,378.0,0,0,0,0.0,2340,0,0,2580.0,864,996,0.0,492,0.0,1800.0,0,0,468,432.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4880,0,7860.0,1020.0,5420.0,0.0,0,1423,0,0.0,0,1812.0,0,0.0,0.0,0,0,4520,0,0,0.0,0,0,0,0,0,2840.0,0,0.0,0,0.0,2070.0,0,0.0,0,0.0,69344,4460.0,2000,1640.0,3060,0,0.0,1140,0.0,0,19020,5616,0,0,69307,0.0,14700.0,0,0,0,21680,0,0,0.0,35340.0,0.0,8820.0,11817.51,4488,0,14980.0,18400,1500,17784.0,30430,30503.15,41413.95,0,31790,148920.0,99614,95241,83399.0,641060,0.0,91820.0,31400.0,0,3240,55960.0,0,0,0,14000.0,0,456.0,0,126
2013-03-07,21,3,4,0.0,0,0.0,0.0,0,0.0,0,30.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,2400,0.0,0,0.0,0,0.0,2160.0,0.0,0,390,0,0,0,0,0,0.0,0.0,0,0,0,300,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,2208.0,0.0,0,0,0,7100,0.0,0,0.0,0.0,0,0,0.0,0.0,216,0,0.0,0.0,0,1200.0,696.0,0,0,0.0,0.0,0,0,0,75,1032,1360.0,1248,0,460,0.0,0,560.0,1092.0,0,0,0,0.0,3180,0,0,3540.0,804,1548,0.0,828,0.0,1980.0,0,0,1332,972.0,0.0,0,0.0,0.0,1548.0,0.0,0.0,0,0,0.0,5040,0,2160.0,1380.0,8400.0,0.0,0,0,0,0.0,0,1776.0,0,0.0,0.0,0,0,9900,0,0,0.0,3000,0,25995,0,0,2600.0,0,0.0,0,0.0,3030.0,0,0.0,0,0.0,2245,4520.0,0,5820.0,3516,0,0.0,2688,0.0,30080,23040,3048,0,0,1831,0.0,12920.0,0,0,0,23420,0,0,0.0,4240.0,300.0,13380.0,0.0,11820,0,16800.0,18400,14820,31824.0,29010,28317.47,36393.39,20173,26600,147440.0,106476,92802,53124.0,547860,0.0,193940.0,50720.0,0,4788,57040.0,0,24000,0,27460.0,31,463.0,45,126
2013-03-08,21,3,5,0.0,0,0.0,0.0,0,0.0,0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1512,0.0,0,0.0,0,0.0,1560.0,0.0,0,150,0,0,0,0,0,0.0,0.0,0,0,500,80,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,2232.0,0.0,0,0,0,640,0.0,0,0.0,0.0,0,0,0.0,0.0,168,0,0.0,0.0,0,936.0,264.0,0,0,0.0,0.0,0,0,0,75,492,1620.0,432,0,320,0.0,0,0.0,378.0,0,0,0,0.0,1550,0,0,2940.0,0,732,0.0,408,0.0,400.0,25995,0,60,216.0,0.0,0,0.0,0.0,240.0,0.0,0.0,0,0,0.0,4420,0,1340.0,320.0,6220.0,0.0,0,904,0,0.0,0,1128.0,0,0.0,0.0,0,0,3300,0,0,0.0,0,0,0,0,25995,1720.0,0,0.0,0,0.0,1620.0,0,0.0,26000,0.0,3021,4240.0,0,1580.0,6540,0,0.0,3588,0.0,15140,13900,1836,0,0,4783,0.0,12800.0,0,0,0,22460,0,27250,0.0,200.0,0.0,11080.0,6384.2,7488,50004,5340.0,15890,0,14508.0,31330,23024.79,35086.42,20558,31970,149300.0,75919,99767,32175.0,605840,0.0,90440.0,26760.0,0,4920,44740.0,0,0,0,18100.0,40,463.0,9,126
2013-03-09,22,3,6,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,5000.0,0,0,100,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,683,0,0.0,0,0.0,0,0.0,0.0,0,0,540,0,0,0.0,5000,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2776,0.0,0,0.0,0,0,0.0,36,0.0,15410,0,0,0,0,3943,0.0,0.0,0,0,0,0,0,0,0.0,40.0,0.0,0.0,6159.69,0,0,0.0,17380,0,1026.0,15250,19162.01,14170.39,39013,27120,0.0,120163,78527,0.0,524090,0.0,8600.0,5440.0,0,0,16400.0,0,0,0,0.0,36,479.0,40,126
2013-03-10,23,3,7,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1284,0.0,0,0.0,0,0.0,1500.0,0.0,0,165,0,0,0,0,0,0.0,0.0,0,0,0,140,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,1608.0,0.0,0,0,0,2580,0.0,0,0.0,0.0,0,8000,0.0,0.0,492,0,0.0,0.0,0,1224.0,372.0,0,0,0.0,0.0,0,0,0,75,420,1420.0,912,0,0,0.0,0,280.0,504.0,0,0,0,0.0,6240,0,0,2380.0,708,1752,0.0,372,0.0,160.0,0,0,492,1620.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4440,0,3320.0,940.0,5420.0,0.0,0,0,0,0.0,0,1932.0,0,0.0,0.0,0,0,4680,0,0,0.0,1000,0,0,0,0,6660.0,0,0.0,0,0.0,1920.0,0,0.0,0,1500.0,0,7740.0,0,3600.0,4068,0,0.0,5028,0.0,0,18120,3252,0,0,0,0.0,11380.0,0,0,0,5280,0,0,0.0,2300.0,100.0,5460.0,0.0,5592,0,8820.0,14940,0,22842.0,0,0.0,0.0,0,0,143580.0,0,0,94058.0,0,0.0,92720.0,42120.0,0,3348,47060.0,0,0,0,12700.0,28,479.0,22,126
2013-03-11,23,3,1,0.0,0,0.0,0.0,0,0.0,0,30.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,260,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1428,0.0,0,0.0,15,0.0,1260.0,0.0,0,210,0,0,0,0,0,0.0,0.0,0,0,0,120,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,51,0,0.0,0,0,0,0.0,0.0,0,1536.0,0.0,0,0,0,160,0.0,0,0.0,0.0,0,0,0.0,0.0,168,0,0.0,0.0,0,516.0,276.0,0,0,0.0,0.0,0,0,0,60,324,1680.0,0,0,3220,0.0,0,400.0,336.0,0,0,0,0.0,2920,0,0,2060.0,432,576,0.0,384,0.0,11460.0,0,0,852,240.0,0.0,0,0.0,0.0,588.0,0.0,0.0,0,0,0.0,3420,0,660.0,1480.0,4400.0,0.0,0,1240,0,0.0,0,696.0,0,0.0,0.0,0,0,2560,0,0,0.0,0,0,0,0,0,4080.0,0,0.0,0,0.0,2745.0,0,0.0,0,2360.0,36516,2480.0,0,2360.0,1404,0,0.0,2664,0.0,15760,16320,2076,0,0,40336,0.0,8120.0,0,0,0,49160,0,24780,0.0,0.0,280.0,7980.0,14427.32,1104,77424,12460.0,0,500,16740.0,27760,18578.45,35804.51,40500,24960,104000.0,59818,122441,60756.0,652600,0.0,91520.0,45780.0,0,3516,41420.0,0,0,0,16480.0,32,487.0,4,126
2013-03-12,23,3,2,0.0,0,0.0,0.0,0,0.0,0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,2910,0,0,3216,0.0,0,0.0,15,0.0,3150.0,0.0,0,165,0,0,0,0,0,0.0,0.0,0,0,0,60,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,2416.0,0.0,0,0,0,2820,0.0,0,0.0,0.0,0,4040,0.0,0.0,372,0,0.0,0.0,0,1812.0,768.0,0,0,0.0,0.0,0,0,0,150,924,2840.0,1560,0,6560,0.0,0,3080.0,728.0,0,0,0,0.0,6530,0,0,3580.0,1344,1452,0.0,1116,0.0,4420.0,0,0,1320,1380.0,0.0,0,0.0,0.0,1440.0,0.0,0.0,0,0,0.0,7660,0,12220.0,2220.0,6380.0,0.0,0,1968,0,0.0,0,636.0,0,0.0,0.0,0,0,4720,0,0,0.0,0,0,0,0,0,8420.0,0,0.0,0,0.0,2850.0,0,0.0,0,420.0,36757,40.0,0,5540.0,3588,0,11000.0,1560,0.0,55890,29220,3936,0,0,35401,0.0,7800.0,0,0,0,7000,0,0,0.0,4440.0,80.0,5900.0,9452.38,3072,0,14760.0,17150,0,26442.0,16580,33425.31,21993.48,0,15370,128580.0,76074,131364,54479.0,596980,0.0,133220.0,44520.0,0,12360,48760.0,0,24000,0,16960.0,5,497.0,0,126
2013-03-13,22,3,3,0.0,0,0.0,0.0,0,0.0,0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,3600,0,0,1296,0.0,0,0.0,0,0.0,1350.0,0.0,0,45,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,34,0,0.0,0,0,0,0.0,0.0,0,2200.0,0.0,0,0,0,1480,0.0,0,0.0,0.0,0,220,15.0,0.0,792,2670,0.0,0.0,0,948.0,12.0,0,0,0.0,0.0,0,0,0,60,342,1700.0,1176,0,3140,0.0,0,0.0,322.0,0,0,0,0.0,30,0,0,3240.0,564,2676,0.0,744,0.0,2320.0,0,0,24,780.0,0.0,0,0.0,0.0,12.0,0.0,0.0,0,0,0.0,5840,0,1600.0,480.0,5700.0,0.0,0,0,0,0.0,0,1908.0,0,0.0,0.0,0,0,4020,0,0,0.0,0,0,25995,0,0,11140.0,0,0.0,0,0.0,2220.0,0,0.0,0,980.0,5960,0.0,2000,2220.0,5076,0,8200.0,4872,0.0,46870,16260,3180,0,0,7065,0.0,14140.0,0,0,0,4000,0,0,0.0,0.0,2040.0,6860.0,0.0,4656,0,13740.0,15340,0,25200.0,32530,40719.67,22832.66,0,28410,113940.0,118877,120099,101496.0,631460,0.0,119604.1,31240.0,0,4584,37952.45,0,24000,0,15220.0,0,507.0,0,126
2013-03-14,21,3,4,0.0,0,0.0,0.0,0,0.0,0,30.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1164,0.0,0,0.0,0,0.0,2700.0,0.0,0,135,0,0,0,0,0,0.0,0.0,0,0,0,220,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,17,0,0.0,0,0,0,0.0,0.0,0,2464.0,0.0,0,0,0,1280,0.0,5620,0.0,0.0,0,0,0.0,0.0,252,0,0.0,0.0,0,912.0,528.0,0,0,0.0,0.0,0,0,0,4050,906,1340.0,564,0,7600,0.0,0,940.0,812.0,0,0,0,0.0,0,0,0,3000.0,768,1164,0.0,516,8480.0,2940.0,0,0,552,1404.0,0.0,0,0.0,0.0,660.0,0.0,0.0,0,0,0.0,3480,0,1740.0,1220.0,5320.0,0.0,0,0,0,0.0,0,1692.0,0,0.0,0.0,0,0,9820,0,0,0.0,1800,0,0,0,0,1660.0,0,0.0,0,0.0,2775.0,0,0.0,0,2220.0,3131,780.0,0,5140.0,5064,0,13180.0,5448,0.0,15470,27060,2652,0,0,8115,0.0,12120.0,0,0,0,3840,0,0,0.0,0.0,1160.0,7820.0,0.0,5100,51636,16080.0,19420,500,23364.0,28360,25976.52,36876.19,0,35890,172840.0,120915,105315,36102.0,609620,0.0,142760.0,45660.0,0,5124,62440.0,0,0,0,20440.0,3,514.0,6,126
2013-03-15,21,3,5,0.0,0,0.0,0.0,0,0.0,0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,436.0,120,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,828,0.0,0,0.0,0,0.0,855.0,0.0,0,30,0,0,0,0,0,0.0,0.0,0,0,0,40,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,1832.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,60,0.0,0.0,228,100,0.0,0.0,0,252.0,216.0,0,0,0.0,0.0,0,0,0,90,378,1360.0,84,0,300,0.0,0,0.0,336.0,0,0,0,0.0,0,0,0,2720.0,528,732,0.0,300,0.0,2280.0,0,0,108,84.0,0.0,0,0.0,0.0,108.0,0.0,0.0,0,0,0.0,4800,0,1020.0,400.0,5520.0,0.0,0,0,0,0.0,0,804.0,0,0.0,0.0,0,0,1860,0,0,0.0,1400,0,0,0,51990,3840.0,0,0.0,0,0.0,1095.0,0,0.0,0,200.0,2098,1920.0,0,760.0,3720,0,160.0,3000,0.0,30440,15300,1128,0,0,4466,0.0,8120.0,0,0,0,880,0,0,0.0,0.0,2140.0,7220.0,0.0,3204,0,4180.0,31190,0,13284.0,23790,17584.68,28938.91,20940,28910,148380.0,102854,84324,0.0,604370,0.0,73180.0,21300.0,0,2988,37820.0,0,0,0,11740.0,2,523.0,0,126
2013-03-16,22,3,6,0.0,0,0.0,0.0,0,0.0,0,30.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,150,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,280.0,0,0,100,0.0,0,0.0,0.0,0,0,0,0.0,10,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,667,0,0.0,0,0.0,0,0.0,0.0,0,0,7000,0,0,0.0,10000,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,2396,0.0,0,0.0,0,0,8000.0,0,0.0,15140,0,0,0,0,3541,0.0,0.0,0,0,0,3000,0,0,0.0,0.0,2000.0,0.0,7137.24,0,0,0.0,16620,0,108.0,13410,20806.53,42145.66,20965,20720,5180.0,100659,106310,0.0,582280,0.0,400.0,100.0,0,0,1880.0,0,0,0,0.0,15,523.0,1,126
2013-03-17,23,3,7,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1368,0.0,0,0.0,0,0.0,2010.0,0.0,0,90,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,1872.0,0.0,0,0,0,3320,0.0,0,0.0,0.0,0,5060,0.0,0.0,336,0,0.0,0.0,0,684.0,420.0,0,0,0.0,0.0,0,0,0,180,474,1120.0,984,0,0,0.0,0,440.0,532.0,0,0,0,0.0,0,0,0,1720.0,744,1272,0.0,696,0.0,980.0,0,0,540,1500.0,0.0,0,0.0,0.0,924.0,0.0,0.0,0,0,0.0,4340,0,3560.0,1620.0,5060.0,0.0,0,0,0,0.0,0,636.0,0,0.0,0.0,0,0,2800,0,0,0.0,200,0,0,0,0,3740.0,0,0.0,0,0.0,2235.0,0,0.0,0,1040.0,0,6140.0,52000,4560.0,3420,0,800.0,3792,0.0,0,20540,3240,0,0,0,0.0,15580.0,0,0,0,18520,0,0,0.0,0.0,3160.0,4320.0,0.0,5604,0,9660.0,0,0,20412.0,0,0.0,0.0,0,0,114440.0,0,0,117137.0,0,0.0,83920.0,40640.0,0,4080,48720.0,0,0,0,7860.0,16,523.0,26,126
2013-03-18,23,3,1,0.0,0,0.0,0.0,0,0.0,0,30.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1120,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1080,0.0,0,0.0,0,0.0,1695.0,0.0,0,15,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,2400.0,0,2144.0,0.0,0,0,0,1000,0.0,0,0.0,0.0,0,10820,0.0,0.0,84,2800,0.0,0.0,0,228.0,108.0,0,0,0.0,0.0,0,0,0,180,288,2100.0,1272,0,220,0.0,0,640.0,224.0,0,0,0,0.0,0,0,0,2460.0,624,456,0.0,444,0.0,2440.0,0,0,660,744.0,0.0,0,0.0,0.0,384.0,0.0,0.0,0,0,0.0,4380,0,820.0,1400.0,3260.0,0.0,0,499,0,0.0,0,0.0,0,0.0,0.0,0,0,2500,0,0,0.0,0,0,0,0,0,3900.0,0,0.0,0,0.0,3015.0,0,0.0,0,1300.0,3090,6340.0,0,2160.0,4332,0,12300.0,5064,0.0,15410,10480,2412,0,0,4971,0.0,4980.0,0,0,0,2420,0,0,0.0,0.0,1460.0,7420.0,8574.88,3540,0,9480.0,14900,1000,14310.0,27180,27154.67,39396.94,20938,29560,74880.0,102117,104674,12932.0,642200,0.0,108800.0,43060.0,0,7992,44740.0,0,0,0,12540.0,15,524.0,17,125
2013-03-19,23,3,2,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,140,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,2448,0.0,0,0.0,0,0.0,2235.0,0.0,0,480,0,0,0,0,0,0.0,0.0,0,4365,0,20,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,68,0,0.0,0,0,0,0.0,0.0,0,2696.0,0.0,0,0,2860,6200,0.0,0,0.0,0.0,0,3000,735.0,0.0,468,0,0.0,0.0,0,744.0,240.0,0,0,0.0,0.0,0,0,0,1170,660,2740.0,456,0,100,0.0,0,160.0,686.0,0,0,0,0.0,30,0,0,1940.0,1116,1728,0.0,816,0.0,1760.0,0,0,336,1200.0,0.0,0,0.0,0.0,240.0,0.0,0.0,0,0,0.0,4560,0,1520.0,1400.0,5080.0,0.0,0,788,0,0.0,0,2160.0,0,0.0,0.0,0,0,5240,0,0,0.0,320,0,0,0,0,9260.0,0,0.0,0,0.0,2820.0,0,0.0,0,2080.0,2758,10480.0,0,4280.0,5700,0,35200.0,6672,0.0,15570,21200,3240,0,0,3045,0.0,21820.0,0,0,0,19240,0,27350,0.0,6240.0,2780.0,6980.0,8762.88,3996,24000,14420.0,16140,600,30402.0,34770,30150.77,40834.62,0,25560,97660.0,110537,95107,44247.0,588510,0.0,116460.0,48440.0,0,7848,45060.0,0,0,0,10480.0,9,536.0,0,125
2013-03-20,22,3,3,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1056,0.0,0,0.0,75,0.0,1245.0,0.0,0,180,0,0,0,0,0,0.0,0.0,0,0,600,80,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,51,0,0.0,0,0,0,0.0,0.0,0,1904.0,0.0,0,0,0,1000,0.0,0,0.0,0.0,0,3220,165.0,0.0,348,0,0.0,0.0,0,600.0,300.0,0,0,0.0,0.0,0,0,0,225,354,2260.0,1608,0,120,0.0,0,480.0,294.0,0,0,0,0.0,10,0,0,2080.0,480,960,0.0,408,0.0,1080.0,0,0,3468,708.0,0.0,0,0.0,0.0,1536.0,0.0,0.0,0,0,0.0,3500,0,1840.0,560.0,6600.0,0.0,0,0,0,0.0,0,504.0,0,0.0,0.0,0,0,14780,0,0,0.0,2000,0,0,0,0,4580.0,0,0.0,0,0.0,1605.0,0,0.0,26000,920.0,2140,5340.0,0,1420.0,7668,0,23160.0,4488,0.0,15510,17980,2820,0,0,4769,0.0,13540.0,0,0,0,46540,0,0,0.0,14340.0,460.0,5960.0,0.0,7608,0,15720.0,17550,13700,16524.0,26220,34253.33,54080.58,0,27870,118880.0,120687,100554,91301.0,690500,0.0,84680.0,39860.0,0,10080,36040.0,0,24000,0,10200.0,0,542.0,0,125
2013-03-21,21,3,4,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,420,0,0,0,0,0,0.0,0.0,12,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1908,0.0,0,0.0,0,0.0,2370.0,0.0,0,120,0,0,0,0,0,0.0,0.0,0,550,0,80,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,1700,0,0.0,0,0,0,0.0,0.0,0,2680.0,0.0,0,0,2740,3420,0.0,0,0.0,0.0,0,40,810.0,0.0,300,0,0.0,0.0,0,1236.0,468.0,0,0,0.0,0.0,0,0,0,525,894,4760.0,1500,0,60,0.0,0,140.0,826.0,0,0,0,0.0,10,0,0,3440.0,900,1320,0.0,780,0.0,1160.0,0,0,1284,2472.0,0.0,0,0.0,0.0,348.0,0.0,0.0,0,0,0.0,5980,0,1340.0,1660.0,7340.0,0.0,0,997,0,0.0,0,648.0,0,0.0,0.0,0,0,6140,0,0,0.0,2000,0,25995,0,0,700.0,0,0.0,0,0.0,2535.0,0,0.0,0,1680.0,2257,4780.0,2000,6100.0,4044,0,15700.0,4896,0.0,32280,22780,2040,0,0,5173,0.0,5020.0,0,0,0,18860,0,0,0.0,5520.0,2160.0,9320.0,8067.03,1020,24000,15880.0,13200,500,31266.0,22480,26477.77,52320.04,41954,24790,181420.0,77894,101212,84369.0,662090,0.0,136180.0,52420.0,0,9264,49520.0,0,0,0,19320.0,29,548.0,22,125
